filename,doi,guest_molecule,KD_A,PLD_A,guest_composition,zeolite_name,std_zeolite_name,si_al_ratio,modified_ion,loading_value,loading_unit,diffusion_coefficient_value,diffusion_coefficient_unit,temperature_value,temperature_unit,concentration_value,concentration_unit,adsorption_loading_value,adsorption_loading_unit,pressure_value,pressure_unit,experimental_method,distinguishing_variable,method_type,method_category
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-1,FAU-NaY,1.3,,,,9.5e-11,m2/s,303.0,K,90,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-2,FAU-NaY,1.3,,,,9.4e-11,m2/s,303.0,K,90,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-3,FAU-NaY,1.3,,,,9e-11,m2/s,303.0,K,90,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-1,FAU-NaY,1.3,,,,7.53e-09,m2/s,303.0,K,20,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-2,FAU-NaY,1.3,,,,1.05e-08,m2/s,303.0,K,20,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-3,FAU-NaY,1.3,,,,1.21e-08,m2/s,303.0,K,20,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-1,FAU-NaY,1.3,,,,8.8e-10,m2/s,303.0,K,80,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-2,FAU-NaY,1.3,,,,6.9e-10,m2/s,303.0,K,80,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-3,FAU-NaY,1.3,,,,5e-10,m2/s,303.0,K,80,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-1,FAU-NaY,1.3,,,,8.89e-09,m2/s,303.0,K,30,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-2,FAU-NaY,1.3,,,,1.15e-08,m2/s,303.0,K,30,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-3,FAU-NaY,1.3,,,,1.35e-08,m2/s,303.0,K,30,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-1,FAU-NaY,1.3,,,,3.61e-09,m2/s,303.0,K,70,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-2,FAU-NaY,1.3,,,,2.97e-09,m2/s,303.0,K,70,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-3,FAU-NaY,1.3,,,,1.92e-09,m2/s,303.0,K,70,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-1,FAU-NaY,1.3,,,,1.06e-08,m2/s,303.0,K,40,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-2,FAU-NaY,1.3,,,,1.27e-08,m2/s,303.0,K,40,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-3,FAU-NaY,1.3,,,,1.51e-08,m2/s,303.0,K,40,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-1,FAU-NaY,1.3,,,,9.25e-09,m2/s,303.0,K,60,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-2,FAU-NaY,1.3,,,,8.63e-09,m2/s,303.0,K,60,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-3,FAU-NaY,1.3,,,,6.76e-09,m2/s,303.0,K,60,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-1,FAU-NaY,1.3,,,,1.18e-08,m2/s,303.0,K,50,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-2,FAU-NaY,1.3,,,,1.38e-08,m2/s,303.0,K,50,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-3,FAU-NaY,1.3,,,,1.55e-08,m2/s,303.0,K,50,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-1,FAU-NaY,1.3,,,,1.63e-08,m2/s,303.0,K,50,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-2,FAU-NaY,1.3,,,,1.6e-08,m2/s,303.0,K,50,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-3,FAU-NaY,1.3,,,,1.37e-08,m2/s,303.0,K,50,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-1,FAU-NaY,1.3,,,,1.21e-08,m2/s,303.0,K,60,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-2,FAU-NaY,1.3,,,,1.41e-08,m2/s,303.0,K,60,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-3,FAU-NaY,1.3,,,,1.57e-08,m2/s,303.0,K,60,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-1,FAU-NaY,1.3,,,,3.09e-08,m2/s,303.0,K,40,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-2,FAU-NaY,1.3,,,,3.06e-08,m2/s,303.0,K,40,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-3,FAU-NaY,1.3,,,,2.73e-08,m2/s,303.0,K,40,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-1,FAU-NaY,1.3,,,,1.25e-08,m2/s,303.0,K,70,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-2,FAU-NaY,1.3,,,,1.42e-08,m2/s,303.0,K,70,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-3,FAU-NaY,1.3,,,,1.6e-08,m2/s,303.0,K,70,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-1,FAU-NaY,1.3,,,,6.14e-08,m2/s,303.0,K,30,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-2,FAU-NaY,1.3,,,,5.76e-08,m2/s,303.0,K,30,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-3,FAU-NaY,1.3,,,,5.39e-08,m2/s,303.0,K,30,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-1,FAU-NaY,1.3,,,,1.27e-08,m2/s,303.0,K,80,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-2,FAU-NaY,1.3,,,,1.44e-08,m2/s,303.0,K,80,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-3,FAU-NaY,1.3,,,,1.63e-08,m2/s,303.0,K,80,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-1,FAU-NaY,1.3,,,,1.17e-07,m2/s,303.0,K,20,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-2,FAU-NaY,1.3,,,,1.09e-07,m2/s,303.0,K,20,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-3,FAU-NaY,1.3,,,,1.06e-07,m2/s,303.0,K,20,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-1,FAU-NaY,1.3,,,,1.31e-08,m2/s,303.0,K,90,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-2,FAU-NaY,1.3,,,,1.45e-08,m2/s,303.0,K,90,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,water,2.65,7.4,,M-3,FAU-NaY,1.3,,,,1.65e-08,m2/s,303.0,K,90,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-1,FAU-NaY,1.3,,,,2.87e-07,m2/s,303.0,K,10,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-2,FAU-NaY,1.3,,,,2.77e-07,m2/s,303.0,K,10,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
app.28228,10.1002/app.28228,propan-2-ol,4.7,7.4,,M-3,FAU-NaY,1.3,,,,2.59e-07,m2/s,303.0,K,10,mol/L,,,1,bar,membrane permeation (pervaporation),,Experimental,Membrane Permeation
bbpc.19750790512,10.1002/bbpc.19750790512,pyridine,5.5,6.5,,NaM,MOR-Na,4.7,,,,1e-16,m2/s,373.0,K,,,,,,,IR-spectroscopic desorption curves,,Experimental,Microimaging
bbpc.19860900505,10.1002/bbpc.19860900505,3-methylpentane,5.0,4.7,,ZSM-5,MFI-H,23,H+,,,1.1e-15,m2/s,296.0,K,,,0.091,g/g,0.0095,bar,Gravimetric uptake,crystal_size: large (3x3x6 μm); geometry_assumption: spheres (r=1.8 μm),Experimental,Uptake/Release
bbpc.19860900505,10.1002/bbpc.19860900505,benzene,5.35,4.7,,ZSM-5,MFI-H,23,H+,,,6.6e-16,m2/s,301.0,K,,,0.099,g/g,0.0095,bar,Gravimetric uptake,crystal_size: large (3x3x6 μm); geometry_assumption: spheres (r=1.8 μm),Experimental,Uptake/Release
bbpc.19860900505,10.1002/bbpc.19860900505,"1,4-dimethylbenzene",5.8,4.7,,ZSM-5,MFI-H,23,H+,,,5.6e-15,m2/s,301.0,K,,,0.168,g/g,0.0095,bar,Gravimetric uptake,crystal_size: large (3x3x6 μm); geometry_assumption: spheres (r=1.8 μm),Experimental,Uptake/Release
bbpc.19860900505,10.1002/bbpc.19860900505,benzene,5.35,4.7,,ZSM-5,MFI-H,23,H+,,,1.6e-14,m2/s,301.0,K,,,0.099,g/g,0.0095,bar,Gravimetric uptake,crystal_size: large (3x3x6 μm); geometry_assumption: planar two-sided (L=3 μm),Experimental,Uptake/Release
bbpc.19860900505,10.1002/bbpc.19860900505,"1,4-dimethylbenzene",5.8,4.7,,ZSM-5,MFI-H,23,H+,,,1.4e-13,m2/s,301.0,K,,,0.168,g/g,0.0095,bar,Gravimetric uptake,crystal_size: large (3x3x6 μm); geometry_assumption: planar two-sided (L=3 μm),Experimental,Uptake/Release
bbpc.19860900505,10.1002/bbpc.19860900505,3-methylpentane,5.0,4.7,,ZSM-5,MFI-H,23,H+,,,2.6e-14,m2/s,296.0,K,,,0.091,g/g,0.0095,bar,Gravimetric uptake,crystal_size: large (3x3x6 μm); geometry_assumption: planar one-sided (L=3 μm),Experimental,Uptake/Release
bbpc.19860900505,10.1002/bbpc.19860900505,3-methylpentane,5.0,4.7,,ZSM-5,MFI-H,23,H+,,,6.6e-15,m2/s,296.0,K,,,0.091,g/g,0.0095,bar,Gravimetric uptake,crystal_size: large (3x3x6 μm); geometry_assumption: planar two-sided (L=3 μm),Experimental,Uptake/Release
bbpc.19860900505,10.1002/bbpc.19860900505,benzene,5.35,4.7,,ZSM-5,MFI-H,23,H+,,,4.1e-15,m2/s,301.0,K,,,0.099,g/g,0.0095,bar,Gravimetric uptake,crystal_size: large (3x3x6 μm); geometry_assumption: planar one-sided (L=3 μm),Experimental,Uptake/Release
bbpc.19860900505,10.1002/bbpc.19860900505,"1,4-dimethylbenzene",5.8,4.7,,ZSM-5,MFI-H,23,H+,,,3.5e-14,m2/s,301.0,K,,,0.168,g/g,0.0095,bar,Gravimetric uptake,crystal_size: large (3x3x6 μm); geometry_assumption: planar one-sided (L=3 μm),Experimental,Uptake/Release
bbpc.19860900505,10.1002/bbpc.19860900505,3-methylpentane,5.0,4.7,,ZSM-5,MFI-H,23,H+,,,7e-16,m2/s,301.0,K,,,0.074,g/g,0.0095,bar,Gravimetric uptake,crystal_size: small (≈0.5 μm); geometry_assumption: spheres (r=0.25 μm),Experimental,Uptake/Release
bbpc.198800277,10.1002/bbpc.198800277,water,2.65,3.8,,harmotome,PHI-Ba,3,,,,5e-09,m2/s,295.0,K,,,4,molecules/unit cell,,,Quasielastic Neutron Scattering,,Experimental,QENS
bbpc.198800277,10.1002/bbpc.198800277,water,2.65,3.8,,harmotome,PHI-Ba,3,,,,2.5e-08,m2/s,295.0,K,,,8,molecules/unit cell,,,Quasielastic Neutron Scattering,,Experimental,QENS
bbpc.198800277,10.1002/bbpc.198800277,water,2.65,3.8,,harmotome,PHI-Ba,3,,,,5e-09,m2/s,215.0,K,,,12,molecules/unit cell,,,Quasielastic Neutron Scattering,,Experimental,QENS
bbpc.198800277,10.1002/bbpc.198800277,water,2.65,3.8,,harmotome,PHI-Ba,3,,,,8e-09,m2/s,295.0,K,,,12,molecules/unit cell,,,Quasielastic Neutron Scattering,,Experimental,QENS
bbpc.198800277,10.1002/bbpc.198800277,water,2.65,3.8,,harmotome,PHI-Ba,3,,,,1e-08,m2/s,320.0,K,,,12,molecules/unit cell,,,Quasielastic Neutron Scattering,,Experimental,QENS
bbpc.19950990207,10.1002/bbpc.19950990207,water,2.65,7.4,,NaX,FAU-NaX,,,,,3e-10,m2/s,298.0,K,,,,,1,bar,Neutron transmission,section: 2.3.1; coefficient_type: dispersion_D; sample_holder: type_III; condition: H2O_air_open,Experimental,QENS
bbpc.19950990207,10.1002/bbpc.19950990207,dideuterium oxide,2.65,7.4,,NaX,FAU-NaX,,,,,3e-10,m2/s,298.0,K,,,,,1,bar,Neutron transmission,section: 3.3.1; coefficient_type: dispersion_D; D2O_displacement; sample_holder: type_III,Experimental,QENS
bbpc.19950990207,10.1002/bbpc.19950990207,cyclohexane,6.0,7.4,,NaX,FAU-NaX,,,,,3e-10,m2/s,298.0,K,,,,,,,Neutron transmission,section: 2.3.3; coefficient_type: D(0)_dispersion; A: 3; sample_holder: type_III,Experimental,QENS
bbpc.19950990207,10.1002/bbpc.19950990207,water,2.65,7.4,,NaX,FAU-NaX,,,,,3e-08,m2/s,298.0,K,,,,,,,Neutron transmission,section: 2.3.2; coefficient_type: DK_pseudo_diffusion; phase: water_under_vacuum_32h; sample_holder: type_II,Experimental,QENS
bbpc.19950990207,10.1002/bbpc.19950990207,water,2.65,7.4,,NaX,FAU-NaX,,,,,1e-10,m2/s,298.0,K,,,,,,,Neutron transmission,section: 2.3.2; coefficient_type: D(0)_dispersion; A: 5; sample_holder: type_II,Experimental,QENS
bbpc.19950990207,10.1002/bbpc.19950990207,water,2.65,7.4,,NaX,FAU-NaX,,,,,4.4e-09,m2/s,298.0,K,,,,,,,Neutron transmission,section: 2.3.2; coefficient_type: DK_pseudo_diffusion; phase: water_under_vacuum_363h; sample_holder: type_II,Experimental,QENS
bbpc.19950990207,10.1002/bbpc.19950990207,water,2.65,7.4,,NaX,FAU-NaX,,,,,1.5e-10,m2/s,298.0,K,,,,,,,Neutron transmission,section: 2.3.2; coefficient_type: D(0)_dispersion; A: 5; sample_holder: type_II,Experimental,QENS
bbpc.19950990207,10.1002/bbpc.19950990207,cyclohexane,6.0,7.4,,NaX,FAU-NaX,,,,,4e-07,m2/s,298.0,K,,,,,,,Neutron transmission,section: 2.3.3; coefficient_type: DK_pseudo_diffusion; sample_holder: type_III,Experimental,QENS
cctc.202300884,10.1002/cctc.202300884,water,2.65,7.4,,H-Y,FAU-HY,3,,,,1.4e-09,m2/s,301.0,K,,,,,1,bar,PFG NMR,,Experimental,PFG NMR
cctc.202300884,10.1002/cctc.202300884,water,2.65,7.4,,DA(HNO3 0.5 h)-Y,FAU-NaY,13,,,,1.64e-09,m2/s,301.0,K,,,,,1,bar,PFG NMR,component: D1; population: major (>98%),Experimental,PFG NMR
cctc.202300884,10.1002/cctc.202300884,water,2.65,7.4,,DA(HNO3 0.5 h)-Y,FAU-NaY,13,,,,3e-10,m2/s,301.0,K,,,,,1,bar,PFG NMR,component: D2; population: minor (<2%),Experimental,PFG NMR
ceat.200407094,10.1002/ceat.200407094,2-methylhexane,5.6,4.7,,MFI,MFI,,,,,6.7e-14,m2/s,300.0,K,,,,,,,Kinetic Monte Carlo (KMC) simulations,,Computational,Other
ceat.201500166,10.1002/ceat.201500166,laminaribiose,8.0,6.6,,BEA50,BEA-H,50,,,,1.47e-14,m2/s,313.0,K,,,,,,,Batch adsorption kinetics,mode: adsorption,Experimental,Uptake/Release
ceat.201500166,10.1002/ceat.201500166,laminaribiose,8.0,6.6,,BEA50,BEA-H,50,,,,9.7e-15,m2/s,343.0,K,,,,,,,Batch desorption kinetics,mode: desorption,Experimental,Uptake/Release
ceat.201500166,10.1002/ceat.201500166,laminaribiose,8.0,6.6,,BEA150extrudate,BEA,150,,,,4.39e-11,m2/s,313.0,K,,,,,,,Batch adsorption kinetics,mode: adsorption,Experimental,Uptake/Release
ceat.201500166,10.1002/ceat.201500166,laminaribiose,8.0,6.6,,BEA150extrudate,BEA,150,,,,8.83e-11,m2/s,343.0,K,,,,,,,Batch desorption kinetics,mode: desorption,Experimental,Uptake/Release
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,1.71e-09,m2/s,293.0,K,,,0.1,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,1.03e-09,m2/s,293.0,K,,,0.7,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,1.02e-09,m2/s,293.0,K,,,2.1,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,8.38e-09,m2/s,293.0,K,,,3.4,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,5.91e-09,m2/s,293.0,K,,,6.6,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,1.45e-09,m2/s,308.0,K,,,0.1,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,4.79e-09,m2/s,308.0,K,,,0.7,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,9.45e-09,m2/s,308.0,K,,,2.1,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,9.67e-09,m2/s,308.0,K,,,3.4,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,6.7e-09,m2/s,308.0,K,,,6.6,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,3.15e-09,m2/s,323.0,K,,,0.1,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,9.74e-09,m2/s,323.0,K,,,0.7,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,1.21e-09,m2/s,323.0,K,,,2.1,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,1.16e-09,m2/s,323.0,K,,,3.4,wt%,,,Molecular Dynamics,,Computational,MD
ceat.202000356,10.1002/ceat.202000356,methane,3.8,7.4,,FAU,FAU,1,,,,7.68e-09,m2/s,323.0,K,,,6.6,wt%,,,Molecular Dynamics,,Computational,MD
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,1.02e-11,m2/s,323.0,K,,,,,,,Chromatography,condition: without methanol,Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,2.48e-11,m2/s,353.0,K,,,,,,,Chromatography,condition: without methanol,Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,4.65e-11,m2/s,394.0,K,,,,,,,Chromatography,condition: without methanol,Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,9.09e-11,m2/s,421.0,K,,,,,,,Chromatography,condition: without methanol,Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,4.95e-11,m2/s,348.0,K,,,,,,,Chromatography,"methanol_loading_fraction: 0; condition: with methanol, non-reacting",Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,3.4e-12,m2/s,348.0,K,,,,,,,Chromatography,"methanol_loading_fraction: 0.825; condition: with methanol, non-reacting",Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,2.6e-12,m2/s,348.0,K,,,,,,,Chromatography,"methanol_loading_fraction: 0.871; condition: with methanol, non-reacting",Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,2e-12,m2/s,348.0,K,,,,,,,Chromatography,"methanol_loading_fraction: 0.905; condition: with methanol, non-reacting",Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,2.6e-12,m2/s,348.0,K,,,,,,,Chromatography,"methanol_loading_fraction: 0.959; condition: with methanol, non-reacting",Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,1.3e-12,m2/s,348.0,K,,,,,,,Chromatography,"methanol_loading_fraction: 0.980; condition: with methanol, non-reacting",Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,5.7e-12,m2/s,391.0,K,,,,,,,Chromatography,methanol_conversion: 8-17%; condition: reacting,Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,7e-12,m2/s,391.0,K,,,,,,,Chromatography,methanol_conversion: 8-17%; condition: reacting,Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,8.6e-12,m2/s,405.0,K,,,,,,,Chromatography,methanol_conversion: 29-50%; condition: reacting,Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,1.1e-11,m2/s,405.0,K,,,,,,,Chromatography,methanol_conversion: 29-50%; condition: reacting,Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,3.2e-12,m2/s,391.0,K,,,,,,,Chromatography,data_type: extrapolated; source: Arrhenius equation,Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,4.2e-12,m2/s,405.0,K,,,,,,,Chromatography,data_type: extrapolated; source: Arrhenius equation,Experimental,Column Dynamics
ceat.270110155,10.1002/ceat.270110155,argon,3.4,6.5,,Zeolon 900 H,MOR-H,,,,,4.1e-12,m2/s,293.0,K,,,,,,,Chromatography,data_type: calculated from Arrhenius fit,Experimental,Column Dynamics
chem.201102505,10.1002/chem.201102505,benzene,5.35,4.7,,ZSM-5,MFI-H,110,,,,7.88e-19,m2/s,298.0,K,,,,,,,adsorption kinetics,,Experimental,Uptake/Release
chem.201102505,10.1002/chem.201102505,benzene,5.35,4.7,,ZSM-5@mesoSiO2-75,MFI,110,,,,7.25e-19,m2/s,298.0,K,,,,,,,adsorption kinetics,,Experimental,Uptake/Release
chem.201600983,10.1002/chem.201600983,methane,3.8,4.1,,Si-ITQ-29 (S0),LTA,,,,,2.49e-09,m2/s,450.0,K,,,,,,,Molecular Dynamics,framework_model: rigid,Computational,MD
chem.201600983,10.1002/chem.201600983,methane,3.8,4.1,,SiGe-ITQ-29 (S1),LTA,,,,,2.13e-09,m2/s,450.0,K,,,,,,,Molecular Dynamics,framework_model: rigid,Computational,MD
chem.201600983,10.1002/chem.201600983,methane,3.8,4.1,,SiGe-ITQ-29 (S2),LTA,,,,,1.22e-09,m2/s,450.0,K,,,,,,,Molecular Dynamics,framework_model: rigid,Computational,MD
chem.201600983,10.1002/chem.201600983,methane,3.8,4.1,,SiGe-ITQ-29 (S3),LTA,,,,,1.89e-09,m2/s,450.0,K,,,,,,,Molecular Dynamics,framework_model: rigid,Computational,MD
